without,,maxent,
33,66,71,86
43,66,71,86
52,66,71,86
45,66,71,86
48,66,71,86
55,66,71,86
61,66,71,86
61,66,71,86
42,66,71,86
41,66,71,86
41,66,71,86
60,66,71,86
43,66,71,86
56,66,71,86
56,66,71,86
43,66,71,86
41,66,71,86
40,66,71,86
36,66,71,86
37,66,71,86
39,66,71,86
40,66,72,86
40,66,72,86
39,66,72,86
38,66,72,86
39,66,72,86
38,66,72,86
38,66,72,86
59,66,72,86
58,66,72,86
59,66,72,86
59,66,72,86
35,66,72,86
33,66,72,86
59,66,72,86
34,66,72,86
35,66,72,86
33,66,72,86
47,66,72,86
46,66,72,86
46,66,72,86
45,66,72,86
46,66,73,86
47,66,73,86
46,66,73,86
45,66,73,86
43,66,73,86
42,66,73,86
42,66,73,86
28,66,73,86
29,66,73,86
29,66,73,86
29,66,73,86
29,66,73,86
28,66,73,86
27,66,73,86
28,66,73,86
26,66,73,86
29,66,74,86
29,66,74,86
30,66,74,86
32,66,74,86
31,66,74,86
32,66,74,86
32,66,74,86
33,66,74,86
33,66,74,86
33,66,74,86
34,66,74,86
30,66,75,86
31,66,77,86
50,66,48,85
63,66,48,85
63,66,48,85
61,66,48,85
63,66,48,85
63,66,48,85
65,66,49,85
65,66,49,85
62,66,49,85
60,66,49,85
53,66,49,85
56,66,49,85
53,66,50,85
45,66,51,85
45,66,51,85
70,66,51,85
58,66,51,85
53,66,51,85
58,66,51,85
57,66,52,85
49,66,52,85
59,66,52,85
48,66,52,85
61,66,52,85
53,66,52,85
38,66,53,85
55,66,53,85
60,66,53,85
57,66,53,85
58,66,53,85
58,66,53,85
59,66,54,85
57,66,54,85
57,66,54,85
58,66,54,85
59,66,54,85
59,66,54,85
60,66,54,85
60,66,54,85
50,66,54,85
50,66,54,85
51,66,54,85
40,66,55,85
40,66,55,85
63,66,55,85
62,66,55,85
62,66,55,85
38,66,55,85
38,66,56,85
48,66,56,85
40,66,56,85
48,66,56,85
42,66,56,85
43,66,56,85
62,66,56,85
64,66,56,85
62,66,56,85
62,66,56,85
47,66,56,85
48,66,56,85
48,66,56,85
62,66,56,85
63,66,56,85
63,66,56,85
49,66,57,85
61,66,57,85
40,66,57,85
40,66,57,85
37,66,57,85
37,66,57,85
58,66,57,85
59,66,57,85
46,66,57,85
52,66,57,85
57,66,57,85
55,66,57,85
55,66,57,85
55,66,57,85
49,66,57,85
56,66,57,85
49,66,58,85
55,66,58,85
52,66,58,85
56,66,58,85
48,66,58,85
57,66,58,85
49,66,58,85
55,66,58,85
63,66,58,85
63,66,58,85
55,66,58,85
36,66,58,85
36,66,58,85
55,66,58,85
51,66,58,85
53,66,58,85
54,66,59,85
54,66,59,85
55,66,59,85
53,66,59,85
52,66,59,85
52,66,59,85
51,66,59,85
56,66,59,85
57,66,59,85
56,66,59,85
56,66,59,85
57,66,59,85
57,66,59,85
57,66,59,85
32,66,59,85
32,66,59,85
32,66,60,85
32,66,60,85
58,66,60,85
58,66,60,85
56,66,60,85
57,66,60,85
56,66,60,85
30,66,60,85
31,66,60,85
30,66,60,85
30,66,60,85
42,66,60,85
43,66,60,85
43,66,60,85
31,66,60,85
42,66,60,85
46,66,61,85
46,66,61,85
46,66,61,85
57,66,61,85
58,66,61,85
60,66,61,85
60,66,62,85
60,66,62,85
60,66,62,85
61,66,62,85
60,66,62,85
60,66,62,85
38,66,62,85
62,66,62,85
38,66,62,85
54,66,62,85
54,66,62,85
67,66,63,85
68,66,63,85
57,66,63,85
49,66,63,85
48,66,63,85
48,66,63,85
49,66,63,85
58,66,63,85
49,66,63,85
51,66,63,85
36,66,63,85
42,66,64,85
51,66,64,85
65,66,64,85
56,66,64,85
66,66,64,85
67,66,64,85
68,66,64,85
55,66,64,85
57,66,64,85
56,66,64,85
57,66,64,85
57,66,64,85
68,66,64,85
66,66,64,85
67,66,64,85
67,66,64,85
58,66,65,85
59,66,65,85
60,66,65,85
60,66,65,85
64,66,65,85
64,66,65,85
65,66,65,85
54,66,65,85
59,66,65,85
54,66,65,85
53,66,65,85
54,66,65,85
58,66,65,85
55,66,65,85
62,66,65,85
53,66,65,85
71,66,66,85
53,66,66,85
49,66,66,85
55,66,66,85
49,66,66,85
57,66,66,85
62,66,66,85
62,66,66,85
63,66,66,85
63,66,66,85
48,66,66,85
49,66,66,85
57,66,66,85
57,66,66,85
56,66,66,85
55,66,66,85
56,66,67,85
57,66,67,85
58,66,67,85
65,66,67,85
65,66,67,85
52,66,67,85
51,66,67,85
52,66,67,85
52,66,67,85
59,66,67,85
60,66,67,85
59,66,67,85
59,66,67,85
58,66,67,85
57,66,67,85
55,66,67,85
55,66,68,85
53,66,68,85
58,66,68,85
59,66,68,85
58,66,68,85
57,66,68,85
57,66,68,85
56,66,68,85
57,66,68,85
57,66,68,85
57,66,68,85
59,66,68,85
59,66,68,85
60,66,68,85
53,66,68,85
58,66,68,85
45,66,69,85
58,66,69,85
55,66,69,85
60,66,69,85
57,66,69,85
57,66,69,85
49,66,69,85
55,66,69,85
56,66,69,85
56,66,69,85
48,66,69,85
42,66,69,85
57,66,69,85
57,66,69,85
46,66,69,85
49,66,69,85
50,66,70,85
44,66,70,85
47,66,70,85
47,66,70,85
39,66,70,85
32,66,70,85
48,66,70,85
47,66,70,85
45,66,70,85
28,66,70,85
41,66,70,85
41,66,70,85
41,66,70,85
44,66,70,85
44,66,70,85
44,66,70,85
30,66,71,85
27,66,71,85
27,66,71,85
28,66,71,85
29,66,71,85
31,66,71,85
32,66,71,85
33,66,71,85
35,66,71,85
33,66,71,85
33,66,71,85
40,66,71,85
34,66,71,85
35,66,71,85
36,66,71,85
36,66,71,85
43,66,71,85
42,66,71,85
32,66,71,85
31,66,71,85
35,66,71,85
34,66,72,85
35,66,72,85
40,66,72,85
39,66,72,85
40,66,72,85
34,66,72,85
32,66,72,85
46,66,72,85
46,66,72,85
56,66,72,85
34,66,72,85
34,66,72,85
65,66,72,85
56,66,72,85
53,66,72,85
57,66,72,85
49,66,72,85
48,66,72,85
48,66,72,85
68,66,72,85
67,66,72,85
58,66,73,85
58,66,73,85
62,66,73,85
45,66,73,85
58,66,73,85
35,66,73,85
56,66,74,85
52,66,74,85
52,66,74,85
43,66,74,85
35,66,74,85
28,66,74,85
26,66,75,85
54,66,75,85
60,66,75,85
60,66,75,85
27,66,75,85
29,66,75,85
29,66,76,85
53,66,77,85
28,66,77,85
29,66,77,85
27,66,47,84
27,66,48,84
59,66,48,84
60,66,48,84
61,66,48,84
62,66,48,84
62,66,48,84
28,66,49,84
29,66,49,84
39,66,49,84
61,66,49,84
63,66,49,84
63,66,49,84
48,66,50,84
29,66,50,84
27,66,50,84
62,66,50,84
27,66,50,84
26,66,50,84
25,66,51,84
54,66,51,84
55,66,51,84
25,66,51,84
54,66,51,84
53,66,51,84
52,66,52,84
53,66,52,84
54,66,52,84
56,66,52,84
56,66,52,84
62,66,52,84
24,66,53,84
57,66,53,84
57,66,53,84
25,66,53,84
32,66,53,84
60,66,53,84
65,66,54,84
25,66,54,84
26,66,54,84
27,66,54,84
29,66,54,84
30,66,54,84
30,66,54,84
64,66,54,84
30,66,54,84
30,66,54,84
29,66,54,84
29,66,55,84
32,66,55,84
32,66,55,84
65,66,55,84
67,66,55,84
67,66,55,84
56,66,55,84
61,66,55,84
67,66,55,84
33,66,55,84
56,66,55,84
50,66,56,84
52,66,56,84
54,66,56,84
46,66,56,84
58,66,56,84
47,66,56,84
50,66,56,84
40,66,56,84
49,66,56,84
48,66,56,84
35,66,56,84
35,66,56,84
46,66,56,84
46,66,56,84
46,66,56,84
47,66,56,84
38,66,57,84
66,66,57,84
33,66,57,84
33,66,57,84
37,66,57,84
41,66,57,84
42,66,57,84
41,66,57,84
41,66,57,84
42,66,57,84
42,66,57,84
43,66,57,84
43,66,57,84
44,66,57,84
44,66,57,84
43,66,57,84
43,66,58,84
43,66,58,84
37,66,58,84
36,66,58,84
37,66,58,84
37,66,58,84
39,66,58,84
39,66,58,84
41,66,58,84
41,66,58,84
41,66,58,84
39,66,58,84
38,66,58,84
39,66,58,84
57,66,58,84
57,66,58,84
48,66,59,84
50,66,59,84
42,66,59,84
40,66,59,84
61,66,59,84
26,66,59,84
54,66,59,84
69,66,59,84
50,66,59,84
50,66,59,84
53,66,59,84
53,66,59,84
53,66,59,84
64,66,59,84
63,66,59,84
47,66,59,84
35,66,60,84
47,66,60,84
55,66,60,84
55,66,60,84
42,66,60,84
52,66,60,84
44,66,60,84
49,66,60,84
52,66,60,84
47,66,60,84
55,66,60,84
52,66,60,84
65,66,60,84
42,66,60,84
43,66,60,84
65,66,60,84
65,66,61,84
41,66,61,84
41,66,61,84
69,66,61,84
68,66,61,84
68,66,61,84
44,66,62,84
44,66,62,84
68,66,62,84
67,66,62,84
68,66,62,84
44,66,62,84
70,66,62,84
71,66,62,84
72,66,62,84
45,66,62,84
46,66,62,84
46,66,63,84
47,66,63,84
47,66,63,84
47,66,63,84
72,66,63,84
73,66,63,84
73,66,63,84
73,66,63,84
74,66,63,84
74,66,63,84
74,66,63,84
73,66,63,84
72,66,63,84
46,66,63,84
70,66,63,84
71,66,63,84
72,66,64,84
73,66,64,84
49,66,64,84
49,66,64,84
49,66,64,84
70,66,64,84
48,66,64,84
49,66,64,84
50,66,64,84
50,66,64,84
51,66,64,84
51,66,64,84
51,66,64,84
50,66,64,84
51,66,64,84
50,66,64,84
49,66,65,84
49,66,65,84
48,66,65,84
49,66,65,84
49,66,65,84
68,66,65,84
46,66,65,84
69,66,65,84
68,66,65,84
69,66,65,84
68,66,65,84
68,66,65,84
52,66,65,84
51,66,65,84
51,66,65,84
68,66,65,84
52,66,65,84
53,66,65,84
70,66,65,84
70,66,65,84
50,66,65,84
71,66,66,84
72,66,66,84
72,66,66,84
72,66,66,84
49,66,66,84
49,66,66,84
52,66,66,84
39,66,66,84
39,66,66,84
64,66,66,84
53,66,66,84
56,66,66,84
68,66,66,84
60,66,66,84
52,66,66,84
53,66,66,84
57,66,66,84
57,66,66,84
38,66,66,84
47,66,66,84
66,66,66,84
51,66,67,84
57,66,67,84
52,66,67,84
46,66,67,84
48,66,67,84
35,66,67,84
48,66,67,84
46,66,67,84
56,66,67,84
49,66,67,84
43,66,67,84
50,66,67,84
51,66,67,84
47,66,67,84
56,66,67,84
48,66,67,84
52,66,67,84
57,66,67,84
57,66,67,84
36,66,67,84
56,66,67,84
48,66,68,84
38,66,68,84
37,66,68,84
56,66,68,84
57,66,68,84
59,66,68,84
60,66,68,84
60,66,68,84
34,66,68,84
34,66,68,84
32,66,68,84
31,66,68,84
32,66,68,84
32,66,68,84
65,66,68,84
66,66,68,84
66,66,69,84
66,66,69,84
65,66,69,84
66,66,69,84
67,66,69,84
65,66,69,84
66,66,69,84
64,66,69,84
55,66,69,84
55,66,69,84
65,66,69,84
66,66,69,84
65,66,69,84
63,66,69,84
32,66,69,84
63,66,69,84
62,66,70,84
35,66,70,84
62,66,70,84
37,66,70,84
62,66,70,84
59,66,70,84
61,66,70,84
59,66,70,84
53,66,70,84
52,66,70,84
52,66,70,84
47,66,70,84
59,66,70,84
62,66,70,84
44,66,70,84
45,66,70,84
55,66,71,84
39,66,71,84
45,66,71,84
58,66,71,84
54,66,71,84
61,66,71,84
45,66,71,84
45,66,71,84
46,66,71,84
47,66,71,84
48,66,71,84
48,66,71,84
34,66,71,84
50,66,71,84
51,66,71,84
58,66,71,84
56,66,72,84
61,66,72,84
42,66,72,84
58,66,72,84
44,66,72,84
31,66,72,84
30,66,72,84
32,66,72,84
47,66,72,84
45,66,72,84
29,66,72,84
29,66,72,84
31,66,72,84
31,66,72,84
44,66,72,84
33,66,72,84
33,66,72,84
35,66,72,84
35,66,72,84
38,66,72,84
28,66,72,84
28,66,73,84
28,66,73,84
28,66,73,84
28,66,73,84
28,66,73,84
28,66,73,84
38,66,73,84
53,66,73,84
42,66,73,84
61,66,73,84
54,66,73,84
38,66,73,84
38,66,73,84
54,66,73,84
41,66,73,84
47,66,73,84
47,66,74,84
63,66,74,84
41,66,74,84
44,66,74,84
54,66,74,84
54,66,74,84
33,66,75,84
33,66,76,84
54,66,76,84
55,66,76,84
51,66,76,84
34,66,76,84
59,66,76,84
34,66,77,84
55,66,77,84
59,66,77,84
39,66,77,84
34,66,77,84
61,66,77,84
54,66,78,84
56,66,78,84
56,66,78,84
52,66,78,84
57,66,78,84
56,66,78,84
56,66,32,83
55,66,32,83
56,66,32,83
57,66,47,83
57,66,48,83
58,66,48,83
42,66,48,83
42,66,48,83
43,66,48,83
43,66,48,83
41,66,49,83
42,66,49,83
42,66,49,83
43,66,50,83
37,66,50,83
43,66,50,83
52,66,51,83
34,66,51,83
63,66,51,83
59,66,51,83
56,66,51,83
57,66,51,83
60,66,52,83
54,66,52,83
55,66,52,83
57,66,52,83
50,66,52,83
50,66,52,83
55,66,52,83
36,66,52,83
38,66,52,83
48,66,52,83
46,66,52,83
49,66,52,83
49,66,52,83
41,66,52,83
51,66,52,83
51,66,52,83
46,66,53,83
33,66,53,83
41,66,53,83
42,66,53,83
33,66,53,83
29,66,53,83
51,66,53,83
51,66,53,83
52,66,53,83
61,66,53,83
61,66,53,83
62,66,53,83
45,66,53,83
38,66,53,83
38,66,53,83
37,66,53,83
37,66,54,83
36,67,54,83
39,67,54,83
38,67,54,83
35,67,54,83
34,67,54,83
34,67,54,83
34,67,54,83
37,67,54,83
37,67,54,83
33,67,54,83
33,67,54,83
34,67,54,83
33,67,54,83
32,67,54,83
32,67,54,83
29,67,55,83
28,67,55,83
29,67,55,83
28,67,55,83
28,67,55,83
36,67,55,83
34,67,55,83
31,67,55,83
31,67,55,83
37,67,55,83
40,67,55,83
42,67,56,83
55,67,56,83
59,67,56,83
61,67,56,83
60,67,56,83
62,67,56,83
62,67,56,83
47,67,56,83
52,67,56,83
60,67,56,83
49,67,56,83
56,67,56,83
53,67,56,83
53,67,56,83
51,67,56,83
53,67,56,83
53,67,57,83
56,67,57,83
54,67,57,83
48,67,57,83
55,67,57,83
53,67,57,83
51,67,57,83
52,67,57,83
49,67,57,83
40,67,57,83
55,67,57,83
39,67,57,83
24,67,57,83
23,67,57,83
47,67,57,83
65,67,57,83
60,67,58,83
60,67,58,83
59,67,58,83
55,67,58,83
61,67,58,83
63,67,58,83
55,67,58,83
54,67,58,83
53,67,58,83
52,67,58,83
51,67,58,83
51,67,58,83
56,67,58,83
36,67,58,83
48,67,58,83
60,67,58,83
60,67,59,83
52,67,59,83
43,67,59,83
43,67,59,83
54,67,59,83
61,67,59,83
55,67,59,83
55,67,59,83
59,67,59,83
42,67,59,83
49,67,59,83
54,67,59,83
54,67,59,83
64,67,59,83
53,67,59,83
54,67,59,83
54,67,60,83
64,67,60,83
63,67,60,83
61,67,60,83
61,67,60,83
53,67,60,83
61,67,60,83
52,67,60,83
51,67,60,83
50,67,60,83
66,67,60,83
69,67,60,83
69,67,60,83
47,67,60,83
49,67,60,83
49,67,60,83
69,67,61,83
67,67,61,83
67,67,61,83
68,67,61,83
68,67,61,83
52,67,61,83
69,67,61,83
70,67,61,83
69,67,61,83
54,67,61,83
54,67,61,83
54,67,62,83
51,67,62,83
53,67,62,83
53,67,62,83
55,67,62,83
70,67,62,83
69,67,62,83
69,67,62,83
54,67,62,83
56,67,62,83
70,67,62,83
59,67,63,83
59,67,63,83
72,67,63,83
57,67,63,83
59,67,63,83
59,67,63,83
70,67,63,83
70,67,63,83
56,67,63,83
57,67,63,83
57,67,63,83
57,67,63,83
51,67,63,83
51,67,63,83
51,67,63,83
52,67,63,83
53,67,64,83
53,67,64,83
51,67,64,83
50,67,64,83
51,67,64,83
52,67,64,83
52,67,64,83
47,67,64,83
48,67,64,83
49,67,64,83
50,67,64,83
50,67,64,83
48,67,64,83
45,67,64,83
45,67,64,83
46,67,64,83
59,67,65,83
60,67,65,83
61,67,65,83
61,67,65,83
51,67,65,83
69,67,65,83
70,67,65,83
60,67,65,83
71,67,65,83
47,67,65,83
45,67,65,83
71,67,65,83
71,67,65,83
46,67,65,83
70,67,65,83
70,67,65,83
70,67,65,83
71,67,65,83
46,67,65,83
69,67,65,83
64,67,65,83
64,67,66,83
68,67,66,83
69,67,66,83
68,67,66,83
68,67,66,83
47,67,66,83
56,67,66,83
59,67,66,83
58,67,66,83
56,67,66,83
56,67,66,83
62,67,66,83
61,67,66,83
50,67,66,83
57,67,66,83
48,67,66,83
46,67,66,83
48,67,66,83
48,67,66,83
55,67,66,83
50,67,66,83
50,67,67,83
48,67,67,83
44,67,67,83
39,67,67,83
53,67,67,83
26,67,67,83
61,67,67,83
57,67,67,83
38,67,67,83
39,67,67,83
38,67,67,83
57,67,67,83
55,67,67,83
44,67,67,83
53,67,67,83
53,67,67,83
51,67,67,83
49,67,67,83
45,67,67,83
45,67,67,83
62,67,67,83
62,67,68,83
63,67,68,83
63,67,68,83
56,67,68,83
62,67,68,83
63,67,68,83
63,67,68,83
59,67,68,83
48,67,68,83
41,67,68,83
63,67,68,83
51,67,68,83
42,67,68,83
35,67,68,83
39,67,68,83
54,67,68,83
45,67,69,83
53,67,69,83
52,67,69,83
53,67,69,83
37,67,69,83
36,67,69,83
45,67,69,83
45,67,69,83
45,67,69,83
46,67,69,83
46,67,69,83
47,67,69,83
47,67,69,83
45,67,69,83
42,67,69,83
43,67,69,83
44,67,70,83
44,67,70,83
46,67,70,83
36,67,70,83
46,67,70,83
33,67,70,83
32,67,70,83
48,67,70,83
45,67,70,83
46,67,70,83
35,67,70,83
47,67,70,83
49,67,70,83
50,67,70,83
48,67,70,83
51,67,70,83
52,67,71,83
50,67,71,83
48,67,71,83
50,67,71,83
50,67,71,83
48,67,71,83
49,67,71,83
49,67,71,83
53,67,71,83
55,67,71,83
55,67,71,83
49,67,71,83
56,67,71,83
52,67,71,83
53,67,71,83
52,67,71,83
51,67,72,83
43,67,72,83
51,67,72,83
50,67,72,83
44,67,72,83
55,67,72,83
55,67,72,83
65,67,72,83
61,67,72,83
56,67,72,83
53,67,72,83
43,67,72,83
49,67,72,83
51,67,72,83
32,67,72,83
50,67,72,83
49,67,73,83
40,67,73,83
49,67,73,83
53,67,73,83
53,67,73,83
48,67,73,83
34,67,73,83
59,67,73,83
24,67,73,83
27,67,73,83
27,67,73,83
63,67,73,83
65,67,73,83
64,67,73,83
51,67,73,83
63,67,73,83
56,67,74,83
31,67,74,83
38,67,74,83
56,67,75,83
54,67,76,83
57,67,77,83
59,67,77,83
46,67,77,83
46,67,78,83
46,67,78,83
46,67,78,83
52,67,79,83
54,67,79,83
43,67,79,83
37,67,32,82
55,67,48,82
55,67,49,82
65,67,49,82
57,67,49,82
59,67,50,82
56,67,50,82
39,67,50,82
36,67,50,82
66,67,50,82
39,67,50,82
56,67,51,82
62,67,51,82
63,67,51,82
63,67,51,82
46,67,51,82
46,67,51,82
44,67,51,82
45,67,51,82
45,67,51,82
47,67,51,82
51,67,51,82
56,67,52,82
56,67,52,82
59,67,52,82
46,67,52,82
46,67,52,82
57,67,52,82
57,67,52,82
68,67,52,82
68,67,52,82
57,67,52,82
61,67,52,82
60,67,53,82
57,67,53,82
53,67,53,82
52,67,53,82
51,67,53,82
50,67,53,82
50,67,53,82
59,67,53,82
56,67,53,82
42,67,53,82
49,67,53,82
49,67,53,82
53,67,53,82
53,67,53,82
46,67,53,82
42,67,53,82
48,67,54,82
37,67,54,82
51,67,54,82
41,67,54,82
34,67,54,82
34,67,54,82
57,67,54,82
58,67,54,82
59,67,54,82
59,67,54,82
35,67,54,82
34,67,55,82
35,67,55,82
36,67,55,82
35,67,55,82
35,67,55,82
68,67,55,82
67,67,56,82
67,67,56,82
66,67,56,82
66,67,56,82
67,67,56,82
66,67,56,82
66,67,56,82
66,67,56,82
68,67,56,82
70,67,56,82
70,67,56,82
65,67,57,82
50,67,57,82
50,67,57,82
54,67,57,82
54,67,57,82
59,67,57,82
56,67,57,82
56,67,57,82
58,67,57,82
59,67,57,82
51,67,57,82
48,67,57,82
45,67,57,82
50,67,57,82
48,67,57,82
41,67,57,82
41,67,58,82
46,67,58,82
44,67,58,82
32,67,58,82
47,67,58,82
46,67,58,82
45,67,58,82
44,67,58,82
44,67,58,82
32,67,58,82
59,67,58,82
53,67,58,82
46,67,58,82
47,67,58,82
46,67,58,82
45,67,58,82
44,67,59,82
43,67,59,82
43,67,59,82
43,67,59,82
43,67,59,82
43,67,59,82
56,67,59,82
61,67,59,82
43,67,59,82
51,67,59,82
42,67,59,82
42,67,59,82
55,67,59,82
43,67,59,82
40,67,59,82
40,67,59,82
38,67,60,82
33,67,60,82
34,67,60,82
34,67,60,82
34,67,60,82
33,67,60,82
33,67,60,82
46,67,60,82
47,67,60,82
30,67,60,82
30,67,60,82
30,67,61,82
46,67,61,82
47,67,61,82
46,67,62,82
46,67,62,82
31,67,62,82
30,67,62,82
31,67,62,82
46,67,62,82
29,67,62,82
28,67,62,82
30,67,62,82
30,67,62,82
42,67,62,82
43,67,63,82
28,67,63,82
27,67,63,82
27,67,63,82
31,67,63,82
31,67,63,82
31,67,63,82
56,67,63,82
57,67,63,82
57,67,63,82
30,67,63,82
30,67,64,82
31,67,64,82
33,67,64,82
33,67,64,82
31,67,64,82
29,67,64,82
29,67,64,82
30,67,64,82
31,67,64,82
32,67,64,82
31,67,64,82
30,67,64,82
30,67,64,82
30,67,64,82
33,67,64,82
33,67,64,82
51,67,65,82
51,67,65,82
60,67,65,82
62,67,65,82
62,67,65,82
63,67,65,82
64,67,65,82
61,67,65,82
61,67,65,82
54,67,65,82
57,67,65,82
52,67,65,82
45,67,65,82
58,67,65,82
58,67,65,82
71,67,65,82
58,67,66,82
52,67,66,82
58,67,66,82
44,67,66,82
50,67,66,82
60,67,66,82
49,67,66,82
62,67,66,82
52,67,66,82
37,67,66,82
56,67,66,82
56,67,66,82
61,67,66,82
57,67,66,82
57,67,66,82
57,67,66,82
60,67,66,82
59,67,66,82
60,67,66,82
60,67,66,82
59,67,66,82
58,67,67,82
57,67,67,82
58,67,67,82
59,67,67,82
61,67,67,82
51,67,67,82
50,67,67,82
50,67,67,82
48,67,67,82
34,67,67,82
35,67,67,82
62,67,67,82
37,67,67,82
39,67,67,82
39,67,67,82
48,67,67,82
39,67,68,82
48,67,68,82
47,67,68,82
47,67,68,82
63,67,68,82
62,67,68,82
62,67,68,82
63,67,68,82
63,67,68,82
63,67,68,82
47,67,68,82
49,67,68,82
50,67,68,82
39,67,68,82
40,67,68,82
40,67,68,82
38,67,69,82
59,67,69,82
59,67,69,82
58,67,69,82
47,67,69,82
53,67,69,82
53,67,69,82
56,67,69,82
56,67,69,82
56,67,69,82
50,67,69,82
57,67,69,82
50,67,69,82
56,67,69,82
53,67,69,82
57,67,69,82
49,67,70,82
58,67,70,82
50,67,70,82
54,67,70,82
62,67,70,82
62,67,70,82
55,67,70,82
37,67,70,82
55,67,70,82
51,67,70,82
41,67,70,82
42,67,70,82
54,67,70,82
54,67,70,82
51,67,70,82
51,67,70,82
52,67,71,82
51,67,71,82
54,67,71,82
55,67,71,82
55,67,71,82
55,67,71,82
57,67,71,82
57,67,71,82
62,67,71,82
62,67,71,82
55,67,71,82
55,67,71,82
43,67,71,82
43,67,71,82
61,67,71,82
54,67,71,82
55,67,72,82
30,67,72,82
54,67,72,82
42,67,72,82
43,67,72,82
42,67,72,82
43,67,72,82
43,67,72,82
45,67,72,82
46,67,72,82
47,67,72,82
59,67,72,82
60,67,72,82
59,67,72,82
59,67,72,82
61,67,72,82
61,67,73,82
39,67,73,82
62,67,73,82
39,67,73,82
67,67,73,82
53,67,73,82
68,67,73,82
57,67,73,82
57,67,73,82
48,67,73,82
49,67,73,82
49,67,73,82
58,67,73,82
50,67,73,82
52,67,73,82
37,67,73,82
41,67,74,82
52,67,74,82
64,67,74,82
65,67,74,82
65,67,74,82
45,67,74,82
46,67,74,82
56,67,74,82
50,67,74,82
66,67,74,82
63,67,74,82
55,67,75,82
60,67,76,82
61,67,77,82
53,67,78,82
54,67,78,82
54,67,78,82
57,67,78,82
55,67,78,82
61,67,78,82
54,67,79,82
51,67,79,82
51,67,79,82
71,67,30,81
52,67,31,81
48,67,32,81
55,67,33,81
50,67,33,81
58,67,33,81
61,67,34,81
61,67,47,81
64,67,48,81
49,67,49,81
49,67,49,81
64,67,49,81
47,67,50,81
48,67,50,81
49,67,50,81
49,67,51,81
58,67,51,81
57,67,51,81
57,67,51,81
55,67,51,81
57,67,51,81
64,67,51,81
65,67,51,81
52,67,51,81
60,67,51,81
52,67,51,81
54,67,52,81
59,67,52,81
59,67,52,81
60,67,52,81
58,67,52,81
57,67,52,81
54,67,52,81
59,67,52,81
60,67,52,81
60,67,52,81
52,67,52,81
52,67,52,81
59,67,52,81
58,67,52,81
57,67,52,81
57,67,52,81
58,67,53,81
59,67,53,81
55,67,53,81
55,67,53,81
54,67,53,81
53,67,53,81
53,67,53,81
53,67,53,81
52,67,53,81
52,67,53,81
52,67,53,81
59,67,53,81
46,67,53,81
59,67,53,81
54,67,53,81
60,67,53,81
58,67,54,81
50,67,54,81
56,67,54,81
52,67,54,81
52,67,54,81
57,67,54,81
47,67,54,81
47,67,54,81
49,67,54,81
43,67,54,81
43,67,54,81
43,67,54,81
48,67,54,81
51,67,54,81
45,67,54,81
56,67,54,81
47,67,55,81
40,67,55,81
38,67,55,81
37,67,55,81
36,67,55,81
35,67,55,81
34,67,56,81
33,67,56,81
33,67,56,81
32,67,56,81
32,67,56,81
48,67,56,81
44,67,56,81
43,67,56,81
43,67,56,81
29,67,56,81
29,67,56,81
42,67,56,81
41,67,56,81
46,67,56,81
40,67,56,81
39,67,56,81
31,67,57,81
30,67,57,81
29,67,57,81
39,67,57,81
44,67,57,81
43,67,57,81
29,67,57,81
28,67,57,81
28,67,57,81
30,67,57,81
30,67,57,81
35,67,57,81
34,67,57,81
35,67,57,81
32,67,57,81
32,67,57,81
32,67,58,81
35,67,58,81
34,67,58,81
34,67,58,81
31,67,58,81
32,67,58,81
31,67,58,81
32,67,58,81
32,67,58,81
39,67,58,81
35,67,58,81
35,67,58,81
37,67,58,81
37,67,58,81
31,67,58,81
33,67,58,81
32,67,59,81
32,67,59,81
47,67,59,81
47,67,59,81
56,67,59,81
65,67,59,81
35,67,59,81
56,67,59,81
52,67,59,81
58,67,59,81
48,67,59,81
67,67,59,81
68,67,59,81
59,67,59,81
63,67,59,81
46,67,59,81
47,67,60,81
57,67,60,81
35,67,60,81
57,67,60,81
52,67,60,81
44,67,60,81
36,67,60,81
60,67,60,81
61,67,60,81
61,67,60,81
53,67,60,81
27,67,61,81
48,67,61,81
47,67,61,81
53,67,62,81
53,67,62,81
54,67,62,81
54,67,62,81
60,67,62,81
59,67,62,81
61,67,62,81
62,67,62,81
62,67,62,81
45,67,62,81
46,67,62,81
46,67,63,81
61,67,63,81
27,67,63,81
28,67,63,81
29,67,63,81
54,67,63,81
53,67,63,81
29,67,63,81
62,67,63,81
62,67,63,81
46,67,63,81
47,67,63,81
47,67,63,81
62,67,63,81
28,67,63,81
28,67,63,81
63,67,64,81
24,67,64,81
53,67,64,81
54,67,64,81
54,67,64,81
23,67,64,81
24,67,64,81
23,67,64,81
53,67,64,81
55,67,64,81
56,67,64,81
62,67,64,81
